Country Code,Country Name,Year,Metals_GDP_Norm,Oil_GDP_Norm,Natural Gas_GDP_Norm,Coal_GDP_Norm,Economic Complexity Index,Human capital index,Cluster,Cluster_Name,PC1,PC2
BWA,Botswana,1995,0.4302888646015476,0.0,0.0,0.26549886417601987,-0.756,2.247312069,1,Low-Income Diversified,-0.7550819871638987,-0.2865538706447022
BRA,Brazil,1995,0.2314052887990603,0.2742832351682062,0.01894178217742535,0.012406851482442048,0.727,1.860990524,1,Low-Income Diversified,-0.04149128950432967,-0.12306696953012632
BRN,Brunei Darussalam,1995,0.0,5.797318724290116,3.5856021771943096,0.0,-0.510061494,2.570822239,5,Wealthy Hydrocarbon Exporters,0.1772586454448358,3.7369177483446667
BGR,Bulgaria,1995,0.34921514430790407,0.0,0.0,1.5707555178503765,0.375,2.822603941,2,Advanced Economies,0.31801103111742823,-1.532560441523062
BFA,Burkina Faso,1995,0.16611552823768666,0.0,0.0,0.0,-0.82,1.049339056,1,Low-Income Diversified,-1.792206837235761,0.19757646208058852
CMR,Cameroon,1995,0.4735058060431105,0.0,0.0,0.0,-1.083,1.630646825,1,Low-Income Diversified,-1.5052850572290133,0.06664259330106997
CAN,Canada,1995,1.127943966298241,1.6553516200869305,0.9935153595492057,0.3275343492235612,1.073,3.395674944,2,Advanced Economies,1.4216187008196985,0.11692767231301071
TCD,Chad,1995,0.0,0.0,0.0,0.0,-0.711,1.164953928850028,1,Low-Income Diversified,-1.5725574649210885,0.19485492206674976
CHL,Chile,1995,4.758978043497669,0.0,0.0,0.036182792025385976,-0.078,2.709779739,4,Mining-Dependent,-0.9007410642315273,-1.1901043325759944
CHN,China,1995,0.523058029679068,0.7564159584123179,0.04316149700084733,2.1801852823355827,0.401,2.138093948,2,Advanced Economies,-0.4602278121049272,-1.7052197554282689
COL,Colombia,1995,0.08544214595324692,1.2519717265925088,0.08427881197109756,0.3456461262999002,0.098,2.038261175,1,Low-Income Diversified,-0.3349223819988652,-0.014090669609874729
COD,"Congo, Dem. Rep.",1995,0.5745933942571216,0.0,0.0,0.008775174739474713,-1.348,1.4792974,1,Low-Income Diversified,-1.8468356967471564,0.10549179899485116
COG,"Congo, Rep.",1995,0.0,9.618453776027508,0.0,0.0,-0.831,1.901789308,0,Petrostates,-1.2370492208346262,2.3124042742978554
CRI,Costa Rica,1995,0.015447260400682842,0.0,0.0,0.0,-0.229,2.354505301,1,Low-Income Diversified,-0.15914349201617692,-0.09575823253928778
CIV,Cote d'Ivoire,1995,0.04213820364765191,0.0,0.0,0.0,-0.737,1.349679589,1,Low-Income Diversified,-1.4296200717196377,0.15628830732134627
HRV,Croatia,1995,0.0,0.0,0.0,0.004796285913051087,0.734,2.798074245,2,Advanced Economies,0.8911342694038086,-0.31812247408348066
CYP,Cyprus,1995,0.0,0.0,0.0,0.0,0.252,2.425082445,1,Low-Income Diversified,0.22841709741706318,-0.17588805698657511
CZE,Czechia,1995,0.0,0.0,0.0,1.503338158995081,1.375,3.375825405,2,Advanced Economies,1.5884098771358686,-1.6564822816953135
DNK,Denmark,1995,0.0,0.5934068934808056,0.16588133286282206,0.0,1.399,3.201244831,2,Advanced Economies,1.7104022215296362,-0.23274599052491243
DOM,Dominican Republic,1995,0.0808369878691954,0.0,0.0,0.0,-0.679,2.044838428,1,Low-Income Diversified,-0.7590856597251403,0.013091733094200949
ECU,Ecuador,1995,0.10867008409400519,3.147796362947698,0.0,0.0,-0.996,2.33196044,1,Low-Income Diversified,-0.7976499510613645,0.732645224780525
EGY,"Egypt, Arab Rep.",1995,0.07729735546891449,1.4189009037506235,0.1744797334266076,0.0,-0.303,1.823115945,1,Low-Income Diversified,-0.7295796284843138,0.44948892158736603
GNQ,Equatorial Guinea,1995,0.0,7.0779864682644575,0.0,0.0,-2.22,2.493869880919314,0,Petrostates,-1.5406989096735155,1.8178214930148566
SWZ,Eswatini,1995,0.0,0.0,0.0,0.14871059339249879,0.4649999999999999,1.751938701,1,Low-Income Diversified,-0.2776274236194735,-0.1974417547340834
ETH,Ethiopia,1995,0.03789209286268329,0.0,0.0,0.0,-1.482,1.130394578,1,Low-Income Diversified,-2.124486221645786,0.30626223898248706
FIN,Finland,1995,0.04037754557688365,0.0,0.0,0.0,2.027,3.044640779,2,Advanced Economies,1.9661698931956082,-0.5571585773999139
FRA,France,1995,0.037749828341395925,0.0,0.0,0.017767547307643575,1.785,2.846054792,2,Advanced Economies,1.6201279056839024,-0.49847790981272483
GAB,Gabon,1995,2.450481854098144,12.135031377053906,0.0,0.0,-1.169,1.933046699,0,Petrostates,-2.1023785509289965,2.4345486976002246
GEO,Georgia,1995,0.19426284070364624,0.0,0.0,0.013445176834605112,1.003,2.1217860333907264,2,Advanced Economies,0.3960016703527623,-0.2809667815795945
DEU,Germany,1995,0.035819987145955835,0.0,0.03530622199032408,0.34791417391715596,2.331,3.49763155,2,Advanced Economies,2.530975952682981,-0.9233598473427933
GHA,Ghana,1995,2.2831978691708783,0.0,0.0,0.0,-1.306,2.02125001,1,Low-Income Diversified,-1.7362817852554993,-0.34575167356571007
GRC,Greece,1995,0.17933555111052243,0.0,0.0,1.0029012941617081,0.155,2.632754564,2,Advanced Economies,0.13745695285978607,-0.9989649140377737
GIN,Guinea,1995,4.919765414350591,0.0,0.0,0.0,-1.192,1.7014671000838637,4,Mining-Dependent,-2.602465382250238,-0.8488527489693014
HND,Honduras,1995,0.19511579360417597,0.0,0.0,0.0,-0.734,1.824011922,1,Low-Income Diversified,-1.0273576596468479,0.037789111794426414
HUN,Hungary,1995,0.055325434856299906,0.0,0.0,0.3814037243974445,0.918,2.881768942,2,Advanced Economies,1.0112125520767485,-0.658048488504477
IND,India,1995,0.0975686977614252,0.2768451086640433,0.06104405682520591,0.6554159683834043,0.101,1.601186395,1,Low-Income Diversified,-0.7694085579530154,-0.4154405531171598
IDN,Indonesia,1995,0.4597723740865213,0.9731325693350705,0.35874371362594093,0.16355837839981416,-0.307,2.035314083,1,Low-Income Diversified,-0.6217180538340079,0.232003531495736
IRN,"Iran, Islamic Rep.",1995,0.10903743976928863,4.231639190120324,0.3399991730110169,0.013240843304777409,-0.851,1.552230358,1,Low-Income Diversified,-1.4081044480362739,1.3304158513322544
IRQ,Iraq,1995,0.0,3.5695389685438275,0.19134514722169815,0.0,-0.522,1.738844872,1,Low-Income Diversified,-0.9904921825418889,1.0241395974063312
IRL,Ireland,1995,0.25089920502731616,0.0,0.0,0.0,1.289,2.791964769,2,Advanced Economies,1.1924556381445612,-0.44649276512338815
ISR,Israel,1995,0.0,0.0,0.0010837877912310563,0.0,1.263,3.226430893,2,Advanced Economies,1.637898353355638,-0.46929076081938365
ITA,Italy,1995,0.018315393348068098,0.03531783375534377,0.05825250756111227,0.0007527327479366964,1.513,2.66155529,2,Advanced Economies,1.2841911362807366,-0.35954524103842483
JAM,Jamaica,1995,1.0594124127747118,0.0,0.0,0.0,-0.868,2.464705706,1,Low-Income Diversified,-0.7367384745705626,-0.2379163078433731
JPN,Japan,1995,0.007475469340415682,0.0,0.0,0.006570688745506993,2.649,3.260917664,2,Advanced Economies,2.584746880430426,-0.6858875872033077
KAZ,Kazakhstan,1995,0.8996577310136238,2.2480973955415617,0.19756736778515108,2.6344450655353233,0.154,2.790717363,2,Advanced Economies,-0.213335578965739,-1.757767206252445
KEN,Kenya,1995,0.0020733778211521514,0.0,0.0,0.0,-0.335,1.817585588,1,Low-Income Diversified,-0.7216370681586537,0.020395431797962
KOR,"Korea, Rep.",1995,0.0050694314242558085,0.0,0.0,0.03203611635298934,0.842,3.014441252,2,Advanced Economies,1.1563954074443785,-0.39513379237391905
KWT,Kuwait,1995,0.0,17.523044197472608,0.6844347046822385,0.0,-0.257,2.02640152,0,Petrostates,-0.8682178092404711,4.5153708468059275
KGZ,Kyrgyz Republic,1995,0.16996223623631992,0.0,0.0,0.1819988184158854,0.2949999999999999,2.75794363,2,Advanced Economies,0.49079138118657856,-0.4163211609954986
LAO,Lao PDR,1995,0.0,0.0,0.0,0.014110059750957096,-1.357,1.6127711530000002,1,Low-Income Diversified,-1.5896292934189145,0.19713184917662524
LBR,Liberia,1995,0.3056416162000947,0.0,0.0,0.0,-0.447,1.514082551,1,Low-Income Diversified,-1.1503937731557607,0.029406232734158117
LBY,Libya,1995,0.0,7.242476017863354,0.28612990449925796,0.0,-0.309,2.2218053349359823,0,Petrostates,-0.4922000673946272,1.8236853225818948
MDG,Madagascar,1995,0.037372533225454724,0.0,0.0,0.0,-1.196,1.446831107,1,Low-Income Diversified,-1.6428436444071375,0.20679961564692725
MWI,Malawi,1995,0.0,0.0,0.0,0.0071697648119790555,-1.232,1.464809418,1,Low-Income Diversified,-1.6421802368463936,0.21106651231631252
MYS,Malaysia,1995,0.04029177381475576,1.762788865573151,0.6686001171545843,0.001811045640098351,0.3329999999999999,2.449904442,1,Low-Income Diversified,0.3355111713017704,0.6701433197480228
MLI,Mali,1995,0.6968171449241518,0.0,0.0,0.0,-0.859,1.124883056,1,Low-Income Diversified,-1.8784597964368963,0.07988214733448361
MRT,Mauritania,1995,0.145837592392631,0.0,0.0,0.0,-1.956,1.418042302,1,Low-Income Diversified,-2.199465937264395,0.3009641785213278
MEX,Mexico,1995,0.17094089632043694,1.5367315066573457,0.13858690247840286,0.028346348695604196,0.671,2.296245813,2,Advanced Economies,0.31638009275846907,0.1822206409633917
MNG,Mongolia,1995,4.80950564728916,0.0,0.0,2.3987602546899227,-0.723,2.510508299,4,Mining-Dependent,-1.9351621267950414,-2.8657232947746367
MAR,Morocco,1995,0.26327322154961985,0.0,0.0,0.0264856390552675,-0.653,1.429102421,1,Low-Income Diversified,-1.3595050415146042,0.06368950167476574
MOZ,Mozambique,1995,0.06773933985801199,0.0,0.0,0.0,-0.939,1.1137900350000003,1,Low-Income Diversified,-1.787426967697783,0.22358375606388659
MMR,Myanmar,1995,0.4383063320424377,0.0,0.2707100166286311,0.003916061514270543,-1.565,1.437762022,1,Low-Income Diversified,-1.9584966068756686,0.3640176136141545
NAM,Namibia,1995,1.6040867202623532,0.0,0.0,0.0,-0.482,2.022526503,1,Low-Income Diversified,-1.022718886586678,-0.32638648566522765
NLD,Netherlands,1995,0.07147895269055334,0.0,0.7852947672040737,0.0,1.295,3.069858313,2,Advanced Economies,1.601801269901506,0.08243339201966028
NZL,New Zealand,1995,0.6784354665546989,0.0,0.0,0.15476177674562616,0.542,3.267642975,2,Advanced Economies,1.0048905472894027,-0.6297447424633091
NIC,Nicaragua,1995,0.12297327518369335,0.0,0.0,0.0,-0.414,1.808439374,1,Low-Income Diversified,-0.8120590628123476,0.008657725308796894
NER,Niger,1995,0.013545611099147002,0.0,0.0,0.07977281251884971,-0.363,1.087030292,1,Low-Income Diversified,-1.431143077599405,0.09464283554397322
NGA,Nigeria,1995,0.0,4.708215618785379,0.10471273037776442,0.00029874252576523875,-2.138,1.335770607,1,Low-Income Diversified,-2.4760160663487847,1.538650415785948
MKD,North Macedonia,1995,0.476134862065291,0.0,0.0,1.8284788586227132,0.2849999999999999,2.737660365833532,2,Advanced Economies,0.10405157051883605,-1.7260308075897655
NOR,Norway,1995,0.8289294428223255,9.928213887723235,0.8911194638146319,0.006332319745915636,1.097,3.277601719,0,Petrostates,1.216059566618299,2.2917301921123814
OMN,Oman,1995,0.011697535750311032,9.030059970448544,0.3749200006935356,0.0,-0.149,2.168083421108003,0,Petrostates,-0.4760650482981084,2.2843011131025035
PAK,Pakistan,1995,0.0029949432037716804,0.0,0.18363845505657456,0.030012614192732573,-0.795,1.449727654,1,Low-Income Diversified,-1.3467935724898747,0.25889002083093754
PAN,Panama,1995,0.011200118781439953,0.0,0.0,0.0,0.15,2.485854864,1,Low-Income Diversified,0.2141922882253138,-0.17433782511289675
PNG,Papua New Guinea,1995,9.643352812521101,0.0,0.0,0.0,-2.42,1.5496801107831604,4,Mining-Dependent,-4.71437926866342,-1.6171553538848227
PER,Peru,1995,2.3431711565783,0.577691204653857,0.01714357194252509,0.0018618476248834783,-0.315,2.372394085,1,Low-Income Diversified,-0.7843752818417785,-0.4226669162088707
PHL,Philippines,1995,0.7549728324556952,0.0,0.0,0.01934521438311986,-0.445,2.341394186,1,Low-Income Diversified,-0.49904610881468975,-0.22921323375577882
POL,Poland,1995,0.3750189288687409,0.0,0.05235312218042757,1.9146678934618317,0.74,2.8989501,2,Advanced Economies,0.5711257355795901,-1.8304809197942615
PRT,Portugal,1995,0.16801080523352832,0.0,0.0,0.0,0.4229999999999999,2.074104548,1,Low-Income Diversified,-0.023444748921241168,-0.171673170549264
QAT,Qatar,1995,0.0,10.303686403353417,1.9643402494259543,0.0,-0.657,2.078060865,0,Petrostates,-0.7156095797084557,3.773199161824
ROU,Romania,1995,0.172549015512539,0.36411559497150875,0.39856213150831393,0.6552364500105882,0.626,2.85733366,2,Advanced Economies,0.76206338350154,-0.482833224251328
RUS,Russian Federation,1995,0.5478941565956175,2.270859676149868,1.8602746830244483,0.6222932259301763,0.346,2.889967918,2,Advanced Economies,0.6630726530162552,0.954093232056716
SAU,Saudi Arabia,1995,0.016977201502937057,9.70305696008837,0.41624929748461675,0.0,0.473,2.102762699,0,Petrostates,-0.13863806256108754,2.3889343419605753
SRB,Serbia,1995,0.0,0.0,0.0,0.0,0.567,2.705821276,2,Advanced Economies,0.6961954660944595,-0.2731993615998251
SVK,Slovak Republic,1995,0.2880915962825098,0.0,0.0,0.2586333912559971,1.234,3.223847866,2,Advanced Economies,1.5005364522563103,-0.7214464603371618
SVN,Slovenia,1995,0.33020997328267443,0.0,0.0,0.5199633340816388,1.405,3.189790249,2,Advanced Economies,1.5266073086945977,-0.9476456742937099
ZAF,South Africa,1995,2.093937644184934,0.0,0.0,2.032279886170658,0.531,1.994951844,1,Low-Income Diversified,-0.85064523919812,-2.115839522033379
ESP,Spain,1995,0.10948927554664044,0.0,0.0,0.11281562129007847,1.116,2.548792124,2,Advanced Economies,0.8684749409086602,-0.4333749699567186
LKA,Sri Lanka,1995,0.0031014602803809796,0.0,0.0,0.0,-0.833,2.676364422,1,Low-Income Diversified,-0.2591658882261638,-0.06339853017707232
SDN,Sudan,1995,0.06175181840972694,0.01813826576109692,0.0,0.0,-0.864,1.302651405,1,Low-Income Diversified,-1.5624644138313084,0.18362445808071298
SWE,Sweden,1995,0.2989083364419894,0.0,0.0,0.0,2.237,3.158539534,2,Advanced Economies,2.1470072593831326,-0.6620895766005542
CHE,Switzerland,1995,0.01090594941887412,0.0,0.0,0.0,2.215,3.495669842,2,Advanced Economies,2.514216692047717,-0.6608169719391433
TJK,Tajikistan,1995,6.344501676944435,0.0,0.0,0.01802615225869906,-0.09,3.046658754,4,Mining-Dependent,-0.983419271541381,-1.5635004230264413
TZA,Tanzania,1995,0.01098733000949586,0.0,0.0,0.005109280980578204,-1.287,1.402158737,1,Low-Income Diversified,-1.7387744017193385,0.2298386725768084
THA,Thailand,1995,0.0052013185276560524,0.1035099201965978,0.1354579004806782,0.1426188647377044,0.1949999999999999,2.141222477,1,Low-Income Diversified,-0.08216908103890105,-0.10751481770415941
TTO,Trinidad and Tobago,1995,0.0,6.277322074987728,3.0799548851608676,0.0,0.258,2.656244516,5,Wealthy Hydrocarbon Exporters,0.6841280484764894,3.3704561123891175
TUN,Tunisia,1995,0.11291389799803297,1.1886418305284716,0.0,0.0,-0.226,1.732247114,1,Low-Income Diversified,-0.7881330972560541,0.2731951018768265
TUR,Turkiye,1995,0.0800480038882712,0.0,0.0,0.31035661702261963,0.107,1.854199052,1,Low-Income Diversified,-0.4681373338059706,-0.3030576918982542
UGA,Uganda,1995,0.16352843241001497,0.0,0.0,0.0,-0.993,1.57339263,1,Low-Income Diversified,-1.4224943576221103,0.1279332947562138
UKR,Ukraine,1995,0.049390396236448225,0.0,0.27516602419682745,0.8956092605550309,0.4129999999999999,2.941715717,2,Advanced Economies,0.6808004447281163,-0.794261405259725
ARE,United Arab Emirates,1995,0.21012383855183409,7.426682234815823,0.8758789876210229,0.0,-0.116,2.334688425,0,Petrostates,-0.237997261868762,2.1823001654493037
GBR,United Kingdom,1995,0.025264589418250903,1.048683450526751,0.2646785763068337,0.12731864580073163,1.813,3.349738359,2,Advanced Economies,2.0940187511061885,-0.24833921252381363
USA,United States,1995,0.1653704959457042,0.5273163467319218,0.301044983413752,0.37641206318864423,1.76,3.52199316,2,Advanced Economies,2.159445359556768,-0.586217069013071
UZB,Uzbekistan,1995,1.6834914757338542,2.028848715453006,4.817345050601256,0.22796391384693832,-0.307,2.6305501486270657,5,Wealthy Hydrocarbon Exporters,0.18279380451018284,3.1521341389055517
VEN,"Venezuela, RB",1995,0.3894753591888271,5.571970842164132,0.542574607007768,0.05192413112843395,0.2829999999999999,1.989258647,0,Petrostates,-0.33891818510209104,1.4488280246318659
VNM,Viet Nam,1995,0.00792664896079486,0.5587244211666068,0.004793119262747781,0.19142841974556102,-1.042,1.815582752,1,Low-Income Diversified,-1.2413102791790322,0.11069596177931659
YEM,"Yemen, Rep.",1995,0.0,4.4942798761885765,0.0,0.0,-1.387,1.091305017,1,Low-Income Diversified,-2.2121950680652285,1.3512773932356843
ZMB,Zambia,1995,7.401025634708117,0.0,0.0,0.03684695674319676,-0.104,2.099983454,4,Mining-Dependent,-2.128795729640593,-1.6214747098735736
ZWE,Zimbabwe,1995,1.0366962618015165,0.0,0.0,0.7516216518292327,-0.115,1.99753058,1,Low-Income Diversified,-0.794238014219856,-0.8297383659292746
ALB,Albania,1996,0.04184315825991742,0.0,0.0,0.02346288848487249,-0.264,2.581189394,1,Low-Income Diversified,0.01633822619670073,-0.15523803231257208
DZA,Algeria,1996,0.001699997154426767,4.216463500804792,2.53466586873148,0.0,-0.455,1.747206092,5,Wealthy Hydrocarbon Exporters,-0.6436502456156918,2.784201008410586
AGO,Angola,1996,0.0,9.175135872936542,0.0,0.0,-2.328,1.230891585,0,Petrostates,-2.8357129219096247,2.550990765297929
ARG,Argentina,1996,0.05750167009405883,1.052070888911223,0.45691409799494387,0.0021215913627878526,0.162,2.627023935,2,Advanced Economies,0.3727461591116238,0.3475461116770376
ARM,Armenia,1996,0.24571988311539017,0.0,0.0,0.0023660332623710464,0.855,3.036613464,2,Advanced Economies,1.1316168309252796,-0.42824078487683387
AUS,Australia,1996,1.9669306249502128,0.792746997527145,0.48788501943469637,1.6812104850797434,0.4659999999999999,3.487049341,2,Advanced Economies,0.6189529464454641,-1.5634247676492259
AUT,Austria,1996,0.041637003246954504,0.0,0.0,0.013916725796350234,1.857,3.055365562,2,Advanced Economies,1.8607250600850702,-0.5450511050651602
AZE,Azerbaijan,1996,0.0,6.098764890280721,2.425368241784592,0.0,0.4079999999999999,2.923175634316032,5,Wealthy Hydrocarbon Exporters,0.9473507937377901,2.8054080624676914
BHR,Bahrain,1996,2.7865527791754725,0.0,3.0114831967702993,0.0,-0.105,2.257519007,5,Wealthy Hydrocarbon Exporters,-0.44383293678805646,1.415088710007816
BGD,Bangladesh,1996,0.0,0.0,0.279969303869477,0.0,-1.067,1.571387291,1,Low-Income Diversified,-1.3958699807718447,0.3666483466521972
BOL,Bolivia,1996,1.3120545366017007,0.0,0.7696212170215568,0.0,-0.676,2.355125904,1,Low-Income Diversified,-0.6698476853089552,0.2342836537731528
BIH,Bosnia and Herzegovina,1996,0.0,0.0,0.0,0.3955182054527451,0.621,2.8362847294883227,2,Advanced Economies,0.7836011972932553,-0.6055533015865148
BWA,Botswana,1996,0.36643874499739987,0.0,0.0,0.19951709535558443,-0.756,2.288501501,1,Low-Income Diversified,-0.6899342795777826,-0.23071268211990575
BRA,Brazil,1996,0.19583338326453212,0.3504903599778293,0.03147520485769588,0.010418231931914967,0.681,1.896448374,1,Low-Income Diversified,-0.03059444452587056,-0.08755646494000585
BRN,Brunei Darussalam,1996,0.0,6.057050273004322,5.3001522968501265,0.0,-0.167737898,2.578871727,5,Wealthy Hydrocarbon Exporters,0.6333029700104872,4.932034463184453
BGR,Bulgaria,1996,0.29089108178750456,0.0,0.0,1.3611015154481387,0.516,2.83827734,2,Advanced Economies,0.476640896071994,-1.3846472428353769
BFA,Burkina Faso,1996,0.09639148367715684,0.0,0.0,0.0,-0.886,1.053331017,1,Low-Income Diversified,-1.8151451826850102,0.2209208538797519
CMR,Cameroon,1996,0.39646031373951157,0.0,0.0,0.0,-1.35,1.6535522939999998,1,Low-Income Diversified,-1.6421216617303074,0.11749472759943194
CAN,Canada,1996,0.9947707909190491,1.9144544678254538,1.509185664797054,0.2956381918314504,1.187,3.417089462,2,Advanced Economies,1.6168407278054828,0.5650933666960511
TCD,Chad,1996,0.0,0.0,0.0,0.0,-0.717,1.170991164204095,1,Low-Income Diversified,-1.570959974122273,0.19463340313877522
CHL,Chile,1996,4.425428092729754,0.0,0.0,0.030399264670112374,-0.097,2.724982738,4,Mining-Dependent,-0.8164947815041893,-1.1167875986969147
CHN,China,1996,0.4618710478211012,0.8315702507537869,0.06744325940421457,1.8463913849201308,0.472,2.17208457,2,Advanced Economies,-0.30760122265742096,-1.4211720827878127
COL,Colombia,1996,0.08415531095855856,1.4984529832543563,0.13627783990563438,0.3520962635506549,0.175,2.062616587,1,Low-Income Diversified,-0.26208900826502074,0.058789988502271746
COD,"Congo, Dem. Rep.",1996,0.5910013943663535,0.0,0.0,0.008363861407509218,-1.335,1.4937828779999998,1,Low-Income Diversified,-1.8288066467982225,0.09787024119619353
COG,"Congo, Rep.",1996,0.0,11.790549850166856,0.0,0.0,-1.552,1.916609883,0,Petrostates,-1.760847499780539,2.919872229038417
CRI,Costa Rica,1996,0.022973209080775246,0.0,0.0,0.0,-0.241,2.368276119,1,Low-Income Diversified,-0.15622841060666762,-0.09806524869823033
CIV,Cote d'Ivoire,1996,0.03657347186895741,0.0,0.0,0.0,-0.886,1.364839435,1,Low-Income Diversified,-1.512966817663606,0.17650032775660346
HRV,Croatia,1996,0.0,0.0,0.0,0.0035982525284534786,0.755,2.820119858,2,Advanced Economies,0.9256009924984405,-0.32430607434797454
CYP,Cyprus,1996,0.01678698819538221,0.0,0.0,0.0,0.176,2.449617147,1,Low-Income Diversified,0.1965997136423996,-0.17269549279447766
CZE,Czechia,1996,0.0,0.0,0.0,1.3389926911934615,1.364,3.414501905,2,Advanced Economies,1.645398594352202,-1.5369885857938494
DNK,Denmark,1996,0.0,0.7354204268246652,0.300588434980215,0.0,1.44,3.220986605,2,Advanced Economies,1.769861586210189,-0.11615014444708632
DOM,Dominican Republic,1996,0.08102421792373371,0.0,0.0,0.0,-0.533,2.067142963,1,Low-Income Diversified,-0.6418294451145786,-0.012398503870173928
ECU,Ecuador,1996,0.10139256344369602,3.501116720994788,0.0,0.0,-1.059,2.355793953,1,Low-Income Diversified,-0.8253384581149749,0.8211057486127186
EGY,"Egypt, Arab Rep.",1996,0.059201030988338794,1.491497590431395,0.27131094212552564,0.0029475867684812286,-0.461,1.850674987,1,Low-Income Diversified,-0.79395120677798,0.5529739990358307
GNQ,Equatorial Guinea,1996,0.0,12.813084149412912,0.0,0.0,-1.924,1.7411180757383349,0,Petrostates,-2.1974254431876665,3.2438744894627547
SWZ,Eswatini,1996,0.0,0.0,0.0,0.0976009315708476,0.4649999999999999,1.7382085320000005,1,Low-Income Diversified,-0.2814121306869662,-0.1560866888642895
ETH,Ethiopia,1996,0.005469899139639189,0.0,0.0,0.0,-1.44,1.141988397,1,Low-Income Diversified,-2.0780124374882454,0.30469497540288326
FIN,Finland,1996,0.04606817357140511,0.0,0.0,0.0,2.015,3.061850548,2,Advanced Economies,1.972709053098711,-0.5597132486784311
FRA,France,1996,0.031712988527897557,0.0,0.0,0.015308575551403497,1.667,2.855125189,2,Advanced Economies,1.5522398043657348,-0.47973007121954514
GAB,Gabon,1996,2.5565727998259615,13.665646985109495,0.0,0.0,-1.392,1.969570994,0,Petrostates,-2.284589198570379,2.7941864584788827
GEO,Georgia,1996,0.15536432857860139,0.0,0.0,0.0058288205673289375,0.479,2.68800335515966,2,Advanced Economies,0.5823427256280294,-0.2935891185396578
DEU,Germany,1996,0.028697948266418957,0.0,0.05808112716201578,0.29886030895913496,2.27,3.511262178,2,Advanced Economies,2.516466366935385,-0.8623886881379398
GHA,Ghana,1996,1.9899474639888342,0.0,0.0,0.0,-1.23,2.040380001,1,Low-Income Diversified,-1.596367652667934,-0.29978834527855563
GRC,Greece,1996,0.1501689685502503,0.0,0.0,0.917328095812169,0.23,2.651769161,2,Advanced Economies,0.2267225871513326,-0.9423402532551441
GIN,Guinea,1996,5.203266155419187,0.0,0.0,0.0,-1.364,1.7337889479012585,4,Mining-Dependent,-2.756094773848185,-0.8881178559737737
HND,Honduras,1996,0.2410931026784767,0.0,0.0,0.0,-0.63,1.835502505,1,Low-Income Diversified,-0.9591335980671946,0.010962319625632043
HUN,Hungary,1996,0.04698605065915128,0.0,0.0,0.3700859117088963,0.846,2.897664309,2,Advanced Economies,0.9822009139451866,-0.6400727406816206
IND,India,1996,0.07974527459433205,0.2788043704640368,0.0949225634439788,0.5944189093367522,0.246,1.640303254,1,Low-Income Diversified,-0.6178029821326336,-0.3698616043615852
IDN,Indonesia,1996,0.37132252887976563,1.0243979982205067,0.5347625054817962,0.1647555056696012,-0.427,2.06453371,1,Low-Income Diversified,-0.6306628489106489,0.3953240207997115
IRN,"Iran, Islamic Rep.",1996,0.07682501618236645,4.567833652837244,0.5785277889498741,0.010588413980359609,-0.717,1.58167088,1,Low-Income Diversified,-1.2612105567635532,1.5572386802241456
IRQ,Iraq,1996,0.0,4.3099128847434285,0.29037470647073155,0.0,0.923,1.769734621,1,Low-Income Diversified,-0.011935667266019256,1.0473511283716106
