zone_id,zone_name,borough,latitude,longitude
53,College Point,Queens,40.780912355791116,-73.84281349543191
54,Columbia Street,Brooklyn,40.68720074733729,-74.0029112774529
55,Coney Island,Brooklyn,40.576960753637756,-73.98794343407192
56,Corona,Queens,40.741406774829755,-73.85884524944
56,Corona,Queens,40.75181936699946,-73.85358156034266
58,Country Club,Bronx,40.84145210068251,-73.8203931925278
59,Crotona Park,Bronx,40.83855028852789,-73.89498588493973
60,Crotona Park East,Bronx,40.83399047727388,-73.88590003419156
61,Crown Heights North,Brooklyn,40.67446941826647,-73.93928705867958
62,Crown Heights South,Brooklyn,40.66654040578563,-73.94878853931496
63,Cypress Hills,Brooklyn,40.68383976195104,-73.87817261050246
64,Douglaston,Queens,40.760615605321455,-73.73933714992846
65,Downtown Brooklyn/MetroTech,Brooklyn,40.69533752946118,-73.98608600498393
66,DUMBO/Vinegar Hill,Brooklyn,40.70225893882249,-73.98570161582282
67,Dyker Heights,Brooklyn,40.61961946783513,-74.01380148744009
68,East Chelsea,Manhattan,40.74842755506574,-73.99991742024714
69,East Concourse/Concourse Village,Bronx,40.831416697085196,-73.91502929553263
70,East Elmhurst,Queens,40.76335220113318,-73.86839559842018
71,East Flatbush/Farragut,Brooklyn,40.64428817438921,-73.93796627061695
72,East Flatbush/Remsen Village,Brooklyn,40.652364804077436,-73.92225097400495
73,East Flushing,Queens,40.754108886892965,-73.80729418212228
74,East Harlem North,Manhattan,40.80116948058651,-73.93734560812494
75,East Harlem South,Manhattan,40.79001075149542,-73.94575026755162
76,East New York,Brooklyn,40.66093519655055,-73.87682061127197
77,East New York/Pennsylvania Avenue,Brooklyn,40.666558939035276,-73.89536411750329
78,East Tremont,Bronx,40.8449604101461,-73.88552181587428
79,East Village,Manhattan,40.72762019590955,-73.98593745682462
80,East Williamsburg,Brooklyn,40.71536988214351,-73.9367931449188
81,Eastchester,Bronx,40.88093541148942,-73.836643344083
82,Elmhurst,Queens,40.739495646778174,-73.8771183328092
83,Elmhurst/Maspeth,Queens,40.738323813825986,-73.89217338112864
84,Eltingville/Annadale/Prince's Bay,Staten Island,40.528686446566205,-74.18767433468821
85,Erasmus,Brooklyn,40.64611634689508,-73.95162318261015
86,Far Rockaway,Queens,40.602432793416696,-73.75524369679601
87,Financial District North,Manhattan,40.706808451665864,-74.00749598562432
88,Financial District South,Manhattan,40.70335790323616,-74.01151502922315
89,Flatbush/Ditmas Park,Brooklyn,40.63790012347378,-73.9609682490637
90,Flatiron,Manhattan,40.74227862901228,-73.99697141558364
91,Flatlands,Brooklyn,40.62627276333641,-73.93009701219938
92,Flushing,Queens,40.76110218983435,-73.82885869884261
93,Flushing Meadows-Corona Park,Queens,40.74067587216073,-73.84086726234152
94,Fordham South,Bronx,40.85815519618405,-73.89953593442152
95,Forest Hills,Queens,40.7214322750213,-73.84766941187516
96,Forest Park/Highland Park,Queens,40.69700061310114,-73.8715584251815
97,Fort Greene,Brooklyn,40.69078679421093,-73.974882086189
98,Fresh Meadows,Queens,40.73446262820092,-73.77725346665984
99,Freshkills Park,Staten Island,40.576773635487115,-74.18641851305904
100,Garment District,Manhattan,40.75351275872571,-73.9887865991153
101,Glen Oaks,Queens,40.7459938183842,-73.71102598691235
102,Glendale,Queens,40.70354561076291,-73.87573576709775
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68986010366018,-74.04528829364001
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.69876867362614,-74.0407707687365
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68878423861301,-74.01907272636834
106,Gowanus,Brooklyn,40.673512796860756,-73.99064727363113
107,Gramercy,Manhattan,40.736824057618975,-73.98405213268916
108,Gravesend,Brooklyn,40.58840346529034,-73.98143115020046
109,Great Kills,Staten Island,40.55186299807703,-74.15088980760534
110,Great Kills Park,Staten Island,40.54578031659563,-74.12834244237264
111,Green-Wood Cemetery,Brooklyn,40.65213727041905,-73.99023450433012
112,Greenpoint,Brooklyn,40.72950628420882,-73.94954030482208
113,Greenwich Village North,Manhattan,40.73257907302702,-73.99430477051168
114,Greenwich Village South,Manhattan,40.728340391372306,-73.99738026020043
115,Grymes Hill/Clifton,Staten Island,40.61797137588924,-74.08783880974954
116,Hamilton Heights,Manhattan,40.827012654925355,-73.94852173020875
117,Hammels/Arverne,Queens,40.59405875281409,-73.78962208250111
118,Heartland Village/Todt Hill,Staten Island,40.58655462662637,-74.13297872511701
119,Highbridge,Bronx,40.83782699169886,-73.92615723620787
120,Highbridge Park,Manhattan,40.846667748302785,-73.93018219742844
121,Hillcrest/Pomonok,Queens,40.728333322973015,-73.80244428186217
122,Hollis,Queens,40.710639284251066,-73.76113699730595
123,Homecrest,Brooklyn,40.59995429251391,-73.96433367133905
124,Howard Beach,Queens,40.6582479612306,-73.84491858438541
125,Hudson Sq,Manhattan,40.72629041028118,-74.0074858180095
126,Hunts Point,Bronx,40.812074458592114,-73.88553752149437
127,Inwood,Manhattan,40.8660750007278,-73.91930823586195
128,Inwood Hill Park,Manhattan,40.872378809573576,-73.92436981716098
129,Jackson Heights,Queens,40.75731206303918,-73.8853172406108
130,Jamaica,Queens,40.70436877745509,-73.7939796582272
131,Jamaica Estates,Queens,40.72065523874956,-73.77610076139923
132,JFK Airport,Queens,40.64698489239521,-73.78653298334987
133,Kensington,Brooklyn,40.64059007067447,-73.97619898951326
134,Kew Gardens,Queens,40.70805099798809,-73.82871246597533
135,Kew Gardens Hills,Queens,40.7283776832573,-73.82119590387464
136,Kingsbridge Heights,Bronx,40.8652641915249,-73.90591118270508
137,Kips Bay,Manhattan,40.74043897859646,-73.97649472376762
138,LaGuardia Airport,Queens,40.77437570593248,-73.87362864289105
139,Laurelton,Queens,40.67709779790903,-73.7442343516672
140,Lenox Hill East,Manhattan,40.765484087889845,-73.95473878380504
141,Lenox Hill West,Manhattan,40.76694821638323,-73.95963474149173
142,Lincoln Square East,Manhattan,40.77363329302709,-73.9815322063918
143,Lincoln Square West,Manhattan,40.77596522876097,-73.9876455494439
144,Little Italy/NoLiTa,Manhattan,40.72088889344526,-73.99691854183823
145,Long Island City/Hunters Point,Queens,40.74537943399852,-73.94889145447942
146,Long Island City/Queens Plaza,Queens,40.7542425205003,-73.93482888929138
147,Longwood,Bronx,40.81967597930489,-73.89895638182647
148,Lower East Side,Manhattan,40.71893835938026,-73.99089626184735
149,Madison,Brooklyn,40.60491359556376,-73.94813559494116
150,Manhattan Beach,Brooklyn,40.58047327426203,-73.94362872180558
151,Manhattan Valley,Manhattan,40.79796199310003,-73.96816833309238
152,Manhattanville,Manhattan,40.81797514762944,-73.95378223705632
153,Marble Hill,Manhattan,40.875967802212415,-73.91037866410583
154,Marine Park/Floyd Bennett Field,Brooklyn,40.593570836585194,-73.90259658693124
155,Marine Park/Mill Basin,Brooklyn,40.61459098927576,-73.91527709386867
156,Mariners Harbor,Staten Island,40.631307692853035,-74.16723534170733
157,Maspeth,Queens,40.72399507493349,-73.9023296813136
158,Meatpacking/West Village West,Manhattan,40.73503540069666,-74.00898410478536
159,Melrose South,Bronx,40.81825974768985,-73.91284939799154
160,Middle Village,Queens,40.71833677001371,-73.8800514081495
161,Midtown Center,Manhattan,40.758028043526274,-73.97769793122401
162,Midtown East,Manhattan,40.75668765218883,-73.97235594352028
163,Midtown North,Manhattan,40.764421405786784,-73.97756868222716
164,Midtown South,Manhattan,40.74857462935671,-73.98515639467682
165,Midwood,Brooklyn,40.620924048746254,-73.95682460583805
166,Morningside Heights,Manhattan,40.809456961125285,-73.96176359682921
167,Morrisania/Melrose,Bronx,40.82751255686402,-73.90235177500071
168,Mott Haven/Port Morris,Bronx,40.80734716766523,-73.91682193806463
169,Mount Hope,Bronx,40.84905837739127,-73.9051222193854
170,Murray Hill,Manhattan,40.747745793643915,-73.97849159965227
171,Murray Hill-Queens,Queens,40.768351626308466,-73.80954582099432
172,New Dorp/Midland Beach,Staten Island,40.57176889293259,-74.10501900721492
173,North Corona,Queens,40.752579239149604,-73.86303754486693
174,Norwood,Bronx,40.87713760287661,-73.8790222522603
175,Oakland Gardens,Queens,40.74267210348262,-73.75462173612374
176,Oakwood,Staten Island,40.561994234584105,-74.12258402976961
177,Ocean Hill,Brooklyn,40.67664410104018,-73.91363213611348
178,Ocean Parkway South,Brooklyn,40.61731493715172,-73.97032580128298
179,Old Astoria,Queens,40.7715702435834,-73.92833318686121
180,Ozone Park,Queens,40.67559499070675,-73.84704317269409
181,Park Slope,Brooklyn,40.670374325917244,-73.98141374048748
182,Parkchester,Bronx,40.83774866435355,-73.85798694048576
183,Pelham Bay,Bronx,40.84917261718261,-73.83158179959666
184,Pelham Bay Park,Bronx,40.868276203547744,-73.80785726631285
185,Pelham Parkway,Bronx,40.85440471268925,-73.85439380221179
186,Penn Station/Madison Sq West,Manhattan,40.74849718140501,-73.99243753697608
187,Port Richmond,Staten Island,40.62816687457199,-74.14078750231762
188,Prospect-Lefferts Gardens,Brooklyn,40.65874445085669,-73.94744164500473
189,Prospect Heights,Brooklyn,40.67763538934729,-73.96758681222953
190,Prospect Park,Brooklyn,40.661622158356835,-73.96891374270629
191,Queens Village,Queens,40.715454515305204,-73.7415317699754
192,Queensboro Hill,Queens,40.743751485431545,-73.81522935845769
193,Queensbridge/Ravenswood,Queens,40.76031363502697,-73.94199705818423
194,Randalls Island,Manhattan,40.79100078171129,-73.9245963002457
195,Red Hook,Brooklyn,40.67554886228086,-74.00917849113297
196,Rego Park,Queens,40.72615563957923,-73.86333855806278
197,Richmond Hill,Queens,40.69454235438128,-73.83092407449992
198,Ridgewood,Queens,40.70652679441955,-73.90170926444718
199,Rikers Island,Bronx,40.79113290307752,-73.88265824700598
200,Riverdale/North Riverdale/Fieldston,Bronx,40.899529064376466,-73.9069871077142
201,Rockaway Park,Queens,40.57798249377506,-73.84345281477815
202,Roosevelt Island,Manhattan,40.761899749955084,-73.94995171169586
203,Rosedale,Queens,40.6578534180194,-73.73947255987297
204,Rossville/Woodrow,Staten Island,40.5403340052961,-74.20782608356558
205,Saint Albans,Queens,40.69120144680614,-73.76314612543844
206,Saint George/New Brighton,Staten Island,40.63897220516652,-74.10231250352763
207,Saint Michaels Cemetery/Woodside,Queens,40.76398558883056,-73.89935256434545
208,Schuylerville/Edgewater Park,Bronx,40.82331858387751,-73.8235401189195
209,Seaport,Manhattan,40.7090727427931,-74.00366456329898
210,Sheepshead Bay,Brooklyn,40.59202346436429,-73.94050716694058
211,SoHo,Manhattan,40.723888110041734,-74.00153756565635
212,Soundview/Bruckner,Bronx,40.8279021485874,-73.86967965711676
213,Soundview/Castle Hill,Bronx,40.81785855770814,-73.85813498781434
214,South Beach/Dongan Hills,Staten Island,40.58678663305195,-74.08551235826926
215,South Jamaica,Queens,40.69442755408874,-73.79096393223054
216,South Ozone Park,Queens,40.676154037213806,-73.81945963682766
217,South Williamsburg,Brooklyn,40.703916440465775,-73.9585968450717
218,Springfield Gardens North,Queens,40.6720897067673,-73.77303565610488
219,Springfield Gardens South,Queens,40.662184880711415,-73.7645057855823
220,Spuyten Duyvil/Kingsbridge,Bronx,40.88240311320922,-73.91066467564434
221,Stapleton,Staten Island,40.61876927873205,-74.07370444530254
222,Starrett City,Brooklyn,40.64752703432353,-73.88241292571801
223,Steinway,Queens,40.77742692053276,-73.90540773409828
224,Stuy Town/Peter Cooper Village,Manhattan,40.731820636016764,-73.97659767323346
225,Stuyvesant Heights,Brooklyn,40.68816818695491,-73.93188826440706
226,Sunnyside,Queens,40.73769895644442,-73.92467306585047
227,Sunset Park East,Brooklyn,40.641886315765205,-74.00465205914722
228,Sunset Park West,Brooklyn,40.652354649538466,-74.01127116962904
229,Sutton Place/Turtle Bay North,Manhattan,40.75672894163307,-73.96514579918421
230,Times Sq/Theatre District,Manhattan,40.75981761719184,-73.98419648907571
231,TriBeCa/Civic Center,Manhattan,40.717772736265154,-74.00787970866399
232,Two Bridges/Seward Park,Manhattan,40.71473250693942,-73.9830245583349
233,UN/Turtle Bay South,Manhattan,40.74991407790216,-73.97044256869236
234,Union Sq,Manhattan,40.74033744175701,-73.99045782354732
235,University Heights/Morris Heights,Bronx,40.852521149263524,-73.91597542466441
236,Upper East Side North,Manhattan,40.780436437189955,-73.95701169835736
237,Upper East Side South,Manhattan,40.76861518381156,-73.9656345353807
238,Upper West Side North,Manhattan,40.791704934427074,-73.97304890061592
239,Upper West Side South,Manhattan,40.783961430313774,-73.97863194845081
240,Van Cortlandt Park,Bronx,40.89459912750697,-73.88197807761938
241,Van Cortlandt Village,Bronx,40.87651237544554,-73.8956200178548
242,Van Nest/Morris Park,Bronx,40.846782895809824,-73.85067057708335
243,Washington Heights North,Manhattan,40.85710828331442,-73.93283148761296
244,Washington Heights South,Manhattan,40.841708771119755,-73.94139910573638
245,West Brighton,Staten Island,40.6300493918307,-74.10286011016636
246,West Chelsea/Hudson Yards,Manhattan,40.75330906598341,-74.00401512528654
247,West Concourse,Bronx,40.82898823048458,-73.92440873264256
248,West Farms/Bronx River,Bronx,40.83416531682759,-73.87228927297004
249,West Village,Manhattan,40.73457600733176,-74.00287495910837
250,Westchester Village/Unionport,Bronx,40.83210165963214,-73.84864070062379
251,Westerleigh,Staten Island,40.616880007711806,-74.12534779829355
252,Whitestone,Queens,40.7881930167286,-73.8156568127099
253,Willets Point,Queens,40.76063075217255,-73.84124393899134
254,Williamsbridge/Olinville,Bronx,40.88215708304702,-73.85894823975747
255,Williamsburg (North Side),Brooklyn,40.718803918129915,-73.95741813122186
256,Williamsburg (South Side),Brooklyn,40.710879933377385,-73.95990462730528
257,Windsor Terrace,Brooklyn,40.65361187133665,-73.97798241330014
258,Woodhaven,Queens,40.6887213569813,-73.85576675985413
259,Woodlawn/Wakefield,Bronx,40.89793202529466,-73.85221545370123
260,Woodside,Queens,40.74423471780149,-73.90630644197883
261,World Trade Center,Manhattan,40.709138940671856,-74.01302277174901
262,Yorkville East,Manhattan,40.77593240314996,-73.94651035601466
263,Yorkville West,Manhattan,40.77876585543436,-73.95100987481798
