Unnamed: 0,Country Code,Country Name,Year,Access to electricity (% of population),Adjusted savings: gross savings (% of GNI),Agriculture,Capital depreciation rate,Clientelism index,"Death rates, crude per 1000 people",Domestic credit to private sector (% of GDP),Economic Complexity Index,"GDP per capita (constant prices, PPP)",Government revenue,"Gross fixed capital formation, all, Constant prices, Percent of GDP",Human capital index,Industry,"Inflation, consumer prices (annual %)",Landlocked,Lending interest rate (%),"Life expectancy at birth, total (years)",Manufacturing,Mineral rents (% of GDP),Mobile cellular subscriptions (per 100 people),Natural gas rents (% of GDP),Oil rents (% of GDP),Political corruption index,Political stability — estimate,"Primary net lending, General government, Percent of GDP",Property rights,Real interest rate (%),Rule of law index,Services,Share of consumption in GDP,Share of government spending in GDP,Share of investment in GDP,Total natural resources rents (% of GDP),Trade (% of GDP),Urban population (% of total population),"Use of IMF credit (DOD, current US$)",Total_Production,Total_Reserves,Total_Production_Value,Total_Reserves_Value,Hydrocarbons_Dominant,Subsoil_Metals_Dominant,Precious_Metals_Dominant,Population,Total_Production_Value_Per_Capita,Total_Production_Per_Capita,Total_Reserves_Value_Per_Capita,GDP_total,Total_Production_Value_GDP_Norm,Total_Production_GDP_Norm,Resource_Category,Economic Complexity Index_lag1,Total_Production_Value_lag1,Total_Production_lag1,Oil rents (% of GDP)_lag1,Natural gas rents (% of GDP)_lag1,Mineral rents (% of GDP)_lag1,Total natural resources rents (% of GDP)_lag1,"GDP per capita (constant prices, PPP)_lag1",Cluster_Value,Cluster_Quantity
274,BGR,Bulgaria,2019,99.2,24.99475242,3.2020559750000004,0.055807002,0.5,16.3,49.83248484,0.535,23409.596,34.911,18.93059982489869,3.186015129,21.56245677,3.103729448000001,0,4.549208333000001,75.11219512,17.727418158436137,0.2488554629999999,116.617,0.003437861,0.0184983409999999,0.552,0.5610000000000002,-0.816619265,0.904,-0.696635748,0.636,61.4966557,0.579399049,0.251493007,0.195041776,0.5802695549999992,125.2604183,4877601.0,844734960.7,28446582.927000005,0.0,1570542887.387467,0.0,1,0,0,6616726.0,237.35951698581246,4.299193124666187,0.0,154894882502.696,0.010139411076799977,0.00018365088934752172,Hydrocarbons,0.574,2090955175.0339763,30692704.481,0.0215683049999997,0.004530209,0.27043299,0.6783727069999994,22345.527,2,1
299,BHR,Bahrain,2019,100.0,30.49936723,0.2686743820000004,0.034354456,0.551,2.104,70.5500803,0.492,50118.484,23.717,29.50219681,2.756066084,40.61776696,1.0058200470000005,0,5.160833333000001,80.471,17.04070226,0.0,129.143,3.515076428,9.848188676,0.552,-0.627,-4.165799999,0.763,15.25317769,0.1949999999999999,56.39952656,0.352295876,0.187141761,0.312578678,13.36378399,135.4175434,1483756.0,0.0,566747461.0,74647512.95,2943814161.799019,136361652.48333248,0,1,0,1483756.0,1984.0284802885508,381.96810055022524,91.90301672467204,74363601345.90399,0.03958676164842797,0.007621301964166061,Industrial Minerals,0.54,3243166255.18096,510136457.0,11.39008112,3.360885057,0.0,14.75135642,48424.429,4,4
324,BIH,Bosnia and Herzegovina,2019,100.0,19.10592565,5.450041561,0.057976469,0.816,13.102,57.16910265,0.547,14389.734,41.282,19.03037910323096,3.327295667731048,23.20379233,0.5627821540000006,0,3.2872271580000003,77.394,12.48001384,0.033403299,112.255,0.0,0.0,0.751,-0.425,2.119279236,0.876,0.7946068520000003,0.398,54.57076237,0.670898974,0.24799253,0.255125761,0.8007569280000002,94.51612515,1654869.0,397854131.2,14496442.0,0.0,614163183.5820234,0.0,1,0,0,3345533.0,183.57708131470332,4.333073982531333,0.0,48141329958.222,0.012757503461474919,0.0003011225907672326,Hydrocarbons,0.4429999999999999,996888597.1724612,15288469.0,0.0,0.0,0.1564075369999999,1.0525918030000003,13966.112,0,0
349,BOL,Bolivia,2019,95.1,14.49112528,7.632882645,0.069629058,0.341,7.555,54.88626549,-0.964,8757.259,28.845,15.66943744,2.966043711,30.46272716,1.83954505,1,8.399531710000002,67.82,11.23860282,0.562741002,100.149,2.065710073,1.030319168,0.67,-0.728,-5.875260419,0.656,8.59146406,0.345,53.34519362,0.739974976,0.136693656,0.193723902,4.095293587,45.82097327,8138866.0,226964545.7,525321127.2,205527407.8,3812795578.0,375445287.46719295,0,0,0,11671386.0,326.67890325964714,45.00931827633839,32.168012219559266,102209350090.974,0.03730378458141379,0.005139658228258224,Mixed/Low,-1.16,4580156491.0,603072158.3230001,1.4498952899999995,2.253391178,1.166435134,5.371667258,8688.547,0,0
374,BRA,Brazil,2019,99.8,12.58877826,4.205014095,0.048519123,0.363,6.452,62.79050508,-0.002,15546.657,41.776,16.9127955,3.091373205,18.75462757,3.732976212000001,0,37.475,75.809,10.33250053,0.799151749,97.3747,0.072366878,1.6761311580000005,0.547,-0.714,-0.082775289,0.812,31.90307276,0.638,63.06784925,0.648429155,0.179945126,0.176896349,3.217173033,28.89025787,179821975.0,3992325318.0,1992031501.0739465,366978848.5,38002368119.95573,792872880.8653997,1,0,0,207455459.0,183.18326402756037,9.602212979480798,3.8218945150312953,3225238863850.563,0.011782807328132368,0.0006176384401791843,Hydrocarbons,0.054,41808646596.76495,1895444412.9033463,1.901115317,0.065168104,0.839935533,3.617591202,15434.776,0,0
399,BRN,Brunei Darussalam,2019,100.0,52.15525412,0.9860551300000004,0.04539584,0.472688894,4.779,35.70555075,-0.273355295,59660.20300000001,28.746,33.33307799,2.81316185,62.51532110000001,-0.390522069,0,5.5,75.049,2.327822625,0.0,129.845,11.78392981,9.000494713,0.2010108278355934,0.2496432537471014,-3.688965868,0.7008569731697109,9.138376216,0.7922525205037235,38.17759858,0.183035314,0.29642126,0.315409333,20.84931772,108.5096584,331091.0,0.0,495443911.91,215035982.8,2073643338.4151275,403412839.81132025,1,0,0,442680.0,4684.294159246245,1119.1919940137345,911.2967376238372,26410378664.040005,0.07851622897170235,0.018759439923691414,Hydrocarbons,-0.150663282,2665565098.415483,477450007.1400001,11.04647686,11.39838732,0.0,22.507666740000005,59332.44500000001,4,4
424,BWA,Botswana,2019,70.1,27.26966317,2.0834294940000007,0.041326784,0.169,6.408,35.9371549,-0.685,15117.995,28.328,27.53840674,2.938816071,31.94710542,2.772864429,1,6.395833333000001,67.167,6.092369911999999,0.053910099,160.662,0.0,0.0,0.131,1.095,-7.789113604,0.826,5.858069996,0.883,61.22292824,0.423178911,0.379393756,0.281921089,0.6560538059999992,83.09298136,1546805.0,79418438.89999998,2110891.942,0.0,103199839.20510831,0.0,1,0,0,2332083.0,44.25221538217478,0.9051530078474908,0.0,35256419133.585,0.0029271219749824485,5.98725563705697e-05,Hydrocarbons,-0.784,162015180.10630292,2483776.105,0.0,0.0,0.062240813,0.8696947539999993,14962.081,0,0
449,CAN,Canada,2019,100.0,20.2758689,1.6970793529999997,0.034166235,0.063,7.6,124.0977717,0.637,49538.627,40.572,22.09049862,3.721065998,24.07740788,1.9492690239999997,0,2.700000000000001,82.16365854,9.299638696,0.1889387759999999,90.9589,0.0,1.6199500960000002,0.023,0.995,0.103606429,0.862,0.1257522460000002,0.978,67.67116348,0.562116802,0.193610772,0.24449642,1.93317583,66.17148528,30747991.0,0.0,7913456407.0,1987037404.0,81837455087.76126,5259220896.200878,1,0,0,37618495.0,2175.457978522566,210.36079213163632,139.80412816091868,1863568592106.365,0.04391437773442058,0.004246399322525356,Hydrocarbons,0.62,98066268614.86726,8117699484.0,1.505628729,0.020538339,0.1252730890000001,1.7982043169999995,49327.915,4,1
474,CHE,Switzerland,2019,100.0,33.09209693,0.6477455269999997,0.053282548,0.062,7.9,170.3855504,2.217,70660.605,33.309,25.41696849,3.702678442,24.72115913,0.3628861800000003,1,2.6329231800000006,83.90487805,17.92353933,0.0,126.921,0.0,0.000444795,0.0219999999999999,1.311,1.393765933,0.932,2.739664579,0.995,71.86188459,0.451133043,0.077454314,0.324173361,0.009183252,124.1276122,6927050.0,0.0,12000.0,0.0,25920000.0,0.0,0,1,0,8575280.0,3.022641826272728,0.0013993712158670037,0.0,605934472844.4,4.2776902720727174e-05,1.9804121629966284e-08,Industrial Minerals,2.246,25920000.0,12000.0,0.000217357,0.0,0.0,0.0130088669999999,70354.945,2,1
499,CHL,Chile,2019,100.0,20.57007391,3.987812171,0.042366758,0.091,6.46,124.8758096,-0.413,23880.123,23.767,23.48088949,3.145768881,27.11844224,2.5575447570000005,0,4.17801925,80.324,8.969095484,1.753235661,130.493,0.031338462,0.0113846119999996,0.056,-0.016,-2.380062205,0.913,2.5473121620000003,0.941,58.88317546,0.585412562,0.191794813,0.249209717,2.568892661,57.61175457,16918467.0,0.0,7422770.063240832,0.0,24447750656.228176,0.0,0,1,0,19197744.0,1273.4699794011306,0.3866480386049961,0.0,458444488042.51196,0.05332761390722864,1.6191208001943545e-05,Industrial Minerals,-0.358,26508349317.74353,8140580.806620605,0.01220964,0.022813105,4.991578943,5.837077262,24179.863,0,0
524,CHN,China,2019,100.0,43.89601514,7.006215758,0.051504765,0.228,7.09,162.2075662,1.177,15893.004,28.051,47.66289631,2.698987007,37.76423332,2.899234164000001,0,4.35,77.94,26.25946629,0.2723133049999999,122.67,0.160723457,0.2984577550000002,0.462,-0.26,-5.166199737,0.419,2.9950928519999995,0.265,55.22955993,0.410577774,0.140630409,0.431917399,1.2669136759999995,35.19942027,882795695.0,9665491726.0,11522316914.172815,8118420901.0,280544605764.50525,15080385995.31923,1,0,0,1407745000.0,199.28652260494994,8.184946076294226,10.712441525503007,22373296915980.0,0.012539260834827069,0.0005150030841428232,Hydrocarbons,1.139,355075021615.17505,10840549803.807331,0.4130386680000004,0.1532953719999999,0.178921788,1.4251842139999988,15050.183,3,1
549,CIV,Cote d'Ivoire,2019,68.6,18.03595151,15.68820636,0.055318009,0.472,8.492,19.0476722,-1.1,4840.268,14.978,17.304697863999998,1.695541859,21.64204005,0.7908555120000003,0,5.139999999999999,60.274,12.31996843,0.574500242,132.574,0.218403089,0.8574650039999998,0.558,-1.036,-0.746981428,0.672,6.246748203,0.5,54.99747689,0.701345205,0.120159552,0.188823059,2.958271582,44.66041058,14477527.0,1914817944.0,32.782000000000004,0.0,928969904.0,0.0,0,0,1,28193009.0,32.95036382955789,1.1627705293890412e-06,0.0,136461719286.412,0.006807549464111881,2.4022854300403225e-10,Precious Metals,-0.802,648976936.0,24.625,0.930497053,0.253454611,0.455348393,3.1099690950000003,4665.103999999999,0,0
574,CMR,Cameroon,2019,63.2,14.71162551,16.80228356,0.048637506,0.853,8.163,14.091092879999998,-1.346,3743.316999999999,15.421,16.67715824,1.895813227,23.82687805,2.4528021409999994,0,23.26760542747765,61.695,12.82578021,0.0,83.9044,0.490710482,2.422693976,0.9489999999999998,-1.562,-2.247324311,0.812,20.54654643026937,0.076,51.02687348,0.731020987,0.148610741,0.135897741,5.555844243,43.37851325,13760230.0,760370154.8,68900.45,0.0,109330000.0,0.0,0,1,0,25506095.0,4.286426440425318,0.0027013327598756297,0.0,95477399017.11497,0.0011450877498286464,7.216414639411063e-07,Industrial Minerals,-1.311,153379000.0,85800.478,2.784301337,0.356813521,0.0,6.104639863,3714.217000000001,0,0
599,COD,"Congo, Dem. Rep.",2019,19.1,15.32039886,13.1512157,0.030276708,0.7710000000000001,9.46,6.635405230000004,-1.095,1116.6709999999985,10.96,13.119247,1.803433776,34.47125109,2.8858510729999995,0,26.73583333,60.242,11.50121067,3.635276035,39.94,6.041727968653099e-05,0.6293093829999998,0.94,-1.624,-2.964667311,0.2059999999999999,24.98977279,0.1119999999999999,49.41304794,0.725551128,0.104044087,0.204567805,12.75005858,60.91435237,39850945.0,1129700743.0,1394344.1,0.0,8339394042.439582,0.0,0,1,0,92947442.0,89.72160893292343,0.015001425214047312,0.0,103791713005.58186,0.08034739769629867,1.3434059999809551e-05,Industrial Minerals,-1.76,10928918604.7464,1325978.5,0.7834951139999999,6.122989060586281e-05,8.092888301,18.41677579,1103.780999999999,0,0
624,COG,"Congo, Rep.",2019,47.7,38.97947079,7.346991708,0.038469855,0.893,7.344,12.63997628,-1.084,4093.990999999998,24.457,18.85551927,2.164809227,50.12867157,2.2060730579999994,0,18.06509820301029,63.152,9.569292341,0.0,91.0654,0.37446563,35.85179911,0.828,-0.299,7.221565962,0.582,5.895212605010046,0.148,39.03564827,0.390953511,0.200318813,0.179894954,39.24303916000001,91.57575479,3567570.0,157171955.80000007,122716705.2,1051930.0,3475912599.629993,29687973.218480952,1,0,0,5616661.0,618.8574670306776,21.848693592153772,5.285697893905463,22994559584.05099,0.15116239069179144,0.005336771280677896,Hydrocarbons,-1.184,3875378971.350049,120620590.2,38.24871589,0.562029196,0.0,42.66820465,4144.9490000000005,1,3
649,COL,Colombia,2019,99.4,16.53919885,6.410720822,0.037836161,0.666,5.38,46.04157811,1.3877787807814457e-17,14999.853,29.397,22.73029741,2.598787069,25.99342684,3.523019327,0,11.76906538,76.793,10.92665754,0.198761584,132.811,0.1957194239999999,3.142710082,0.388,-0.979,-1.18380097,0.789,7.467547259,0.745,58.13645917,0.646815062,0.220374227,0.175450906,4.304330929,37.55853398,38658502.0,1020971933.0,850445487.3,83950193.0,14245544817.973549,172238680.80126634,1,0,0,49907985.0,285.43618456993505,17.040268952954122,3.4511247208491054,748612438526.205,0.019029265458130492,0.0011360290632817615,Hydrocarbons,0.119,16955492392.721457,834008670.8560001,3.640066604,0.174481376,0.146434355,4.940258189,14879.14,0,0
674,CRI,Costa Rica,2019,99.7,14.78882627,4.202051163,0.049768247,0.131,5.124,56.17810651,0.169,20271.551,15.002,13.65476505,2.694771767,19.23365693,2.096046353,0,8.74614961,80.296,12.04644495,0.0,146.212,0.0,0.006986348,0.19,0.43,-2.628248739,0.927,6.024715568,0.941,69.20499402,0.614355385,0.213730469,0.164995953,0.7596898410000001,65.76053002,3851835.0,0.0,4.5,0.0,128700000.0,0.0,0,0,1,4999553.0,25.742301361741738,9.000804671937671e-07,0.0,101348693616.703,0.0012698732998645116,4.440116433092698e-11,Precious Metals,0.159,98023500.0,3.699,0.009007225,0.0,0.0,0.9455372959999996,20002.166,0,0
699,CYP,Cyprus,2019,100.0,15.11104191,1.7482054290000004,0.035067961,0.185,6.6,106.6841407,0.49,42048.93,39.382,-3.55e-15,2.904392004,12.78901189,0.2503709969999974,0,6.373128900962561,81.454,5.406328332999999,0.002802694,139.994,0.0,0.0,0.154,0.5450000000000002,3.103700253,0.79,4.003020242637074,0.885,73.28571427,0.724774003,0.157084078,0.298399687,0.003613252,150.5061696,859081.0,0.0,703.13,0.0,3738212.0,0.0,0,1,0,1286671.0,2.905336329178166,0.0005464722528136563,0.0,54103138812.03,6.909417978479277e-05,1.2996103653854126e-08,Industrial Minerals,0.4179999999999999,5190780.0,908.227,0.0,0.0,0.003734168,0.004692312,40380.519,2,1
724,CZE,Czechia,2019,100.0,28.68714092,1.8915177090000004,0.049838319,0.12,10.5,49.44010471,1.794,41061.763,41.342,26.55017053,3.764699221,30.81729276,2.847875959,1,3.686032183,79.22926829,22.12667662,0.0,124.126,0.004998375,0.008322047,0.2279999999999999,0.942,0.769196937,0.907,-0.149541357,0.843,57.80534429,0.480089992,0.238235831,0.290408999,0.3997903189999992,138.15461,7767803.0,0.0,40820879.0,0.0,1474706502.4657278,0.0,1,0,0,10671870.0,138.1863255892105,3.8250914788129915,0.0,438205796706.81,0.0033653286048436473,9.315458468777855e-05,Hydrocarbons,1.794,2217945383.7932134,43531296.5,0.012558405,0.00759913,0.0,0.3894186210000008,40019.407,2,1
749,DEU,Germany,2019,100.0,28.73633859,0.8331260179999997,0.036637984,0.052,11.3,77.96569681,2.072,54190.13900000001,46.529,21.36266113,3.675377846,25.54157432,1.4456597690000006,0,4.015183975484174,81.29268293,19.30946942,0.030365573,128.292,0.008229548,0.0127922920000003,0.013,0.548,1.918083952,0.968,2.6873645811392124,0.991,63.00677357,0.533755124,0.179177687,0.229864851,0.092626032,79.07324272,67559064.0,0.0,317098212.2,21052962.87,5794130112.560687,38458304.81380347,1,0,0,83092962.0,69.73069647656425,3.8161861674879276,0.46283468404704925,4502819160701.719,0.0012867783283701162,7.04221512974515e-05,Hydrocarbons,2.107,10070947300.714865,361995794.1,0.0150774780000002,0.0124974989999999,0.0,0.084765461,53737.43400000001,2,1
774,DNK,Denmark,2019,100.0,29.48932904,1.2412274120000006,0.043767042,0.037,9.3,161.8986789,1.059,57060.33900000001,53.79899999999999,21.76986427896508,3.59926486,20.64022005,0.758131573,0,3.678033333000002,81.45121951,13.40242787,0.0,124.57299999999998,0.058369979,0.3724476750000001,0.002,0.967,3.954355656,0.934,1.898882811000001,0.998,65.15634999,0.457191825,0.21593307,0.290841132,0.446224763,111.8914751,5128881.0,0.0,148895537.45999998,28774913.92,1263917632.574908,56685013.22546674,1,0,0,5814422.0,217.3763157498558,25.607968850558144,9.749036658410198,331772890409.05804,0.003809586826146542,0.00044878753437756723,Hydrocarbons,1.024,1821647396.8032572,191505457.7,0.4590988420000004,0.109349577,0.0,0.5878626120000003,56463.278000000006,2,1
799,DOM,Dominican Republic,2019,99.0,25.47707226,4.325119569999999,0.033275496,0.876,6.132,28.0978072,-0.27,19089.518,14.396,23.13665734,2.767153978,27.35643695,1.81060377,0,12.48676667,73.112,12.11940589,1.021820937,82.1376,0.0,0.0,0.808,-0.003,-0.718199708,0.848,8.5827282,0.28,60.96528502,0.646322668,0.139415577,0.244874865,1.0554444419999998,50.9129822,8011517.0,288769935.2,19265.486,0.0,978532420.6,0.0,0,0,1,10894043.0,89.82270591368145,0.0017684422578467885,0.0,207962029941.274,0.004705341743761234,9.263944002393295e-08,Precious Metals,-0.138,937932682.0,19349.132,0.0,0.0,0.832348887,0.8688894640000004,18334.612,0,0
824,DZA,Algeria,2019,99.5,38.55973505,11.47917989,0.04538279,0.773,4.681,22.91286954,-1.025,12786.558,28.591,25.529331697000003,2.383965492,33.57432118,1.9517682109999992,0,8.0,75.682,6.403969943999999,0.002901287,104.922,4.236427923,14.14210315,0.657,-1.056,-8.015126452,0.748,7.054714548,0.2249999999999999,50.4800694,0.44772777,0.284289628,0.29853484,18.52367894,46.50684261,31380950.0,1656880871.0,3564956458.1200004,4190066793.0,20838695580.88301,7771705485.0,1,0,0,43294546.0,481.3238041780831,82.34192958438692,179.50772563823628,553588223512.6681,0.037642953183967334,0.006439725967253025,Hydrocarbons,-1.578,27854233692.85247,3813217732.386,15.94280818,4.643787047,0.0265132649999999,20.71720284,12920.12,1,3
