zone_id,zone_name,borough,latitude,longitude
166,Morningside Heights,Manhattan,40.809456817038885,-73.96176369363279
167,Morrisania/Melrose,Bronx,40.82751259617853,-73.90235207986518
168,Mott Haven/Port Morris,Bronx,40.807347116380264,-73.91682152685682
169,Mount Hope,Bronx,40.84905828506662,-73.90512246226346
170,Murray Hill,Manhattan,40.74774573203896,-73.97849158432054
171,Murray Hill-Queens,Queens,40.76835161995765,-73.80954532050765
172,New Dorp/Midland Beach,Staten Island,40.57176876885638,-74.10501884907058
173,North Corona,Queens,40.75257918636063,-73.86303757637424
174,Norwood,Bronx,40.87713740796544,-73.87902219325525
175,Oakland Gardens,Queens,40.742671135458615,-73.75462177515529
176,Oakwood,Staten Island,40.56199406259295,-74.12258304710812
177,Ocean Hill,Brooklyn,40.67664397964799,-73.91363232497895
178,Ocean Parkway South,Brooklyn,40.61731468433557,-73.97032564615044
179,Old Astoria,Queens,40.77157021384615,-73.92833298669993
180,Ozone Park,Queens,40.67559501020121,-73.84704288454616
181,Park Slope,Brooklyn,40.670373980768005,-73.98141430754676
182,Parkchester,Bronx,40.83774862504009,-73.85798693850145
183,Pelham Bay,Bronx,40.849172484756885,-73.83158183808297
184,Pelham Bay Park,Bronx,40.868275112649606,-73.80785826289252
185,Pelham Parkway,Bronx,40.854404940143816,-73.85439389980314
186,Penn Station/Madison Sq West,Manhattan,40.74849716576958,-73.99243754419264
187,Port Richmond,Staten Island,40.62816593004213,-74.14078866147455
188,Prospect-Lefferts Gardens,Brooklyn,40.65874469984108,-73.94744186388097
189,Prospect Heights,Brooklyn,40.67763534192634,-73.96758665136912
190,Prospect Park,Brooklyn,40.661621710598034,-73.9689138001589
191,Queens Village,Queens,40.715453802576356,-73.74153154913715
192,Queensboro Hill,Queens,40.743751876330236,-73.81522924223742
193,Queensbridge/Ravenswood,Queens,40.7603134568218,-73.941997345654
194,Randalls Island,Manhattan,40.79100048638123,-73.92459671825748
195,Red Hook,Brooklyn,40.67554864701934,-74.00917842826674
196,Rego Park,Queens,40.72615524559958,-73.86333836633429
197,Richmond Hill,Queens,40.6945423878432,-73.83092432071815
198,Ridgewood,Queens,40.70652682085338,-73.9017091770337
199,Rikers Island,Bronx,40.791132912174135,-73.88265799878711
200,Riverdale/North Riverdale/Fieldston,Bronx,40.89952838046223,-73.90698753009411
201,Rockaway Park,Queens,40.57798298905335,-73.84345437593673
202,Roosevelt Island,Manhattan,40.76189933577784,-73.94995272044949
203,Rosedale,Queens,40.6578524002613,-73.73947394708196
204,Rossville/Woodrow,Staten Island,40.54033310791922,-74.20782577848769
205,Saint Albans,Queens,40.691200815966475,-73.76314608999355
206,Saint George/New Brighton,Staten Island,40.63897310514289,-74.10231443709439
207,Saint Michaels Cemetery/Woodside,Queens,40.76398556081556,-73.89935257380462
208,Schuylerville/Edgewater Park,Bronx,40.82331779920536,-73.82353890836147
209,Seaport,Manhattan,40.70907271927832,-74.00366448904686
210,Sheepshead Bay,Brooklyn,40.59202360691841,-73.94050725344536
211,SoHo,Manhattan,40.72388807206041,-74.00153759512791
212,Soundview/Bruckner,Bronx,40.82790234607947,-73.86967998064887
213,Soundview/Castle Hill,Bronx,40.817858732890684,-73.8581349352209
214,South Beach/Dongan Hills,Staten Island,40.586786351126605,-74.08551242969601
215,South Jamaica,Queens,40.69442751519796,-73.79096478957263
216,South Ozone Park,Queens,40.676153672738344,-73.8194594633455
217,South Williamsburg,Brooklyn,40.70391646835312,-73.95859683039497
218,Springfield Gardens North,Queens,40.672089873265826,-73.77303557005415
219,Springfield Gardens South,Queens,40.66218551815379,-73.7645050464996
220,Spuyten Duyvil/Kingsbridge,Bronx,40.88240314430451,-73.91066491034807
221,Stapleton,Staten Island,40.61876814401099,-74.07370335971028
222,Starrett City,Brooklyn,40.64752693460751,-73.88241274352464
223,Steinway,Queens,40.77742668296696,-73.9054073938334
224,Stuy Town/Peter Cooper Village,Manhattan,40.73182059189008,-73.97659759721292
225,Stuyvesant Heights,Brooklyn,40.68816808255133,-73.93188776883784
226,Sunnyside,Queens,40.73769793411764,-73.92467277449282
227,Sunset Park East,Brooklyn,40.64188612045834,-74.00465260064145
228,Sunset Park West,Brooklyn,40.65235415076564,-74.0112729089247
229,Sutton Place/Turtle Bay North,Manhattan,40.756728908132224,-73.96514581878095
230,Times Sq/Theatre District,Manhattan,40.759817566309465,-73.98419655675737
231,TriBeCa/Civic Center,Manhattan,40.717772624799245,-74.0078796687525
232,Two Bridges/Seward Park,Manhattan,40.71473247007343,-73.98302469110321
233,UN/Turtle Bay South,Manhattan,40.74991400028383,-73.97044261148469
234,Union Sq,Manhattan,40.740337372580974,-73.9904579133977
235,University Heights/Morris Heights,Bronx,40.85252096967173,-73.91597580806709
236,Upper East Side North,Manhattan,40.780436290012105,-73.95701192571859
237,Upper East Side South,Manhattan,40.76861505664575,-73.96563472764679
238,Upper West Side North,Manhattan,40.791704894539244,-73.9730488247599
239,Upper West Side South,Manhattan,40.78396140232238,-73.97863191501314
240,Van Cortlandt Park,Bronx,40.89459870941775,-73.88197740171728
241,Van Cortlandt Village,Bronx,40.876512149833516,-73.89562019423215
242,Van Nest/Morris Park,Bronx,40.84678316501388,-73.85067120117776
243,Washington Heights North,Manhattan,40.85710800278274,-73.93283170504228
244,Washington Heights South,Manhattan,40.841708432867456,-73.94139929841424
245,West Brighton,Staten Island,40.630049214870475,-74.10286021352394
246,West Chelsea/Hudson Yards,Manhattan,40.75330875946255,-74.00401551098165
247,West Concourse,Bronx,40.82898744957318,-73.9244099256833
248,West Farms/Bronx River,Bronx,40.8341653109323,-73.87228957125745
249,West Village,Manhattan,40.73457589628759,-74.00287502314927
250,Westchester Village/Unionport,Bronx,40.83210137235688,-73.84864087551631
251,Westerleigh,Staten Island,40.61688017760985,-74.12534780784381
252,Whitestone,Queens,40.78819313151886,-73.81565687221273
253,Willets Point,Queens,40.7606306929995,-73.84124397042739
254,Williamsbridge/Olinville,Bronx,40.882156652347604,-73.85894862514452
255,Williamsburg (North Side),Brooklyn,40.718803891962104,-73.95741813772918
256,Williamsburg (South Side),Brooklyn,40.71088001756359,-73.95990457422253
257,Windsor Terrace,Brooklyn,40.65361164157178,-73.97798212852373
258,Woodhaven,Queens,40.68872119747494,-73.85576671853391
259,Woodlawn/Wakefield,Bronx,40.89793210648794,-73.85221512421664
260,Woodside,Queens,40.74423361478699,-73.90630719190789
261,World Trade Center,Manhattan,40.70913887628818,-74.01302283778836
262,Yorkville East,Manhattan,40.775932302217605,-73.94651047848446
263,Yorkville West,Manhattan,40.77876573980772,-73.9510100659439
